696593.85937500	1393024.31250000	720.53002930
696593.95312500	1393025.10937500	719.26000977
696593.95312500	1393025.11718750	719.48999023
696593.96875000	1393025.11718750	719.41998291
696593.96875000	1393025.22656250	718.48999023
696593.97656250	1393024.84375000	720.96002197
696593.97656250	1393024.85156250	721.02001953
696593.99218750	1393025.22656250	718.65997314
696594.00000000	1393025.22656250	718.40997314
696594.00000000	1393025.21875000	718.53002930
696594.00000000	1393025.27343750	718.28002930
696594.00000000	1393025.25781250	718.71002197
696594.00781250	1393025.32031250	718.21997070
696594.00781250	1393025.32031250	718.15997314
696594.00781250	1393025.07031250	719.55999756
696594.00781250	1393025.20312500	718.52001953
696594.02343750	1393025.35156250	718.09002686
696594.02343750	1393025.25000000	718.27001953
696594.02343750	1393025.24218750	718.70001221
696594.02343750	1393025.07812500	719.85998535
696594.03125000	1393025.28906250	718.15002441
696594.03125000	1393025.21875000	718.63000488
696594.03125000	1393024.85156250	721.34002686
696594.03125000	1393025.22656250	718.26000977
696594.03906250	1393025.25000000	718.20001221
696594.03906250	1393025.10156250	718.09997559
696594.03906250	1393025.27343750	718.13000488
696594.04687500	1393025.25000000	718.36999512
696594.04687500	1393025.35937500	718.11999512
696594.04687500	1393025.18750000	718.25000000
696594.04687500	1393025.32031250	718.19000244
696594.04687500	1393025.21875000	718.17999268
696594.04687500	1393025.06250000	719.77001953
696594.04687500	1393025.28906250	718.71997070
696594.06250000	1393025.45312500	720.60998535
696594.06250000	1393025.24218750	718.11999512
696594.06250000	1393025.17968750	718.11999512
696594.06250000	1393024.88281250	720.89001465
696594.06250000	1393025.38281250	718.78002930
696594.06250000	1393025.39843750	720.48999023
696594.06250000	1393025.28906250	718.65997314
696594.06250000	1393025.45312500	718.78002930
696594.06250000	1393025.42968750	720.54998779
696594.07031250	1393025.32031250	718.28997803
696594.07031250	1393025.17187500	718.40997314
696594.07031250	1393025.21093750	718.10998535
696594.07812500	1393025.34375000	720.34997559
696594.09375000	1393025.03906250	719.67999268
696594.09375000	1393025.10937500	718.15997314
696594.09375000	1393025.18750000	718.15997314
696594.09375000	1393025.18750000	718.21002197
696594.09375000	1393025.32031250	720.53002930
696594.09375000	1393025.43750000	720.52001953
696594.09375000	1393025.17187500	718.39001465
696594.09375000	1393025.18750000	718.27001953
696594.09375000	1393025.32031250	718.63000488
696594.09375000	1393025.13281250	718.15002441
696594.09375000	1393025.21093750	718.09002686
696594.09375000	1393025.50000000	718.67999268
696594.10156250	1393025.32031250	720.34002686
696594.10156250	1393024.89843750	720.78997803
696594.10156250	1393024.85156250	720.97998047
696594.10156250	1393025.42187500	720.45001221
696594.10156250	1393025.21875000	718.32000732
696594.10937500	1393024.82812500	721.28002930
696594.10937500	1393025.14843750	718.15002441
696594.10937500	1393025.28125000	718.34997559
696594.10937500	1393025.14062500	718.17999268
696594.10937500	1393025.57031250	720.38000488
696594.10937500	1393025.46093750	720.57000732
696594.10937500	1393025.31250000	720.32000732
696594.10937500	1393025.36718750	718.66998291
696594.11718750	1393025.46093750	718.78997803
696594.11718750	1393025.43750000	720.30999756
696594.13281250	1393024.85156250	721.02001953
696594.13281250	1393025.32812500	720.50000000
696594.13281250	1393025.53906250	718.65002441
696594.13281250	1393024.85937500	720.95001221
696594.13281250	1393025.20312500	718.11999512
696594.14062500	1393025.57031250	720.35998535
696594.14062500	1393025.07031250	718.11999512
696594.14062500	1393025.29687500	720.29998779
696594.14062500	1393024.82812500	721.13000488
696594.14062500	1393025.43750000	720.41998291
696594.14062500	1393025.46093750	720.53997803
696594.14062500	1393025.29687500	720.35998535
696594.14062500	1393025.32031250	720.47998047
696594.14843750	1393025.03125000	718.09997559
696594.14843750	1393025.15625000	718.15997314
696594.14843750	1393025.28125000	720.53997803
696594.14843750	1393025.61718750	720.59002686
696594.14843750	1393026.47656250	718.28002930
696594.14843750	1393025.45312500	720.46997070
696594.15625000	1393025.42968750	720.40997314
696594.15625000	1393024.96875000	719.44000244
696594.15625000	1393025.57031250	720.34002686
696594.15625000	1393026.50781250	718.34002686
696594.15625000	1393025.11718750	718.21002197
696594.15625000	1393025.10937500	718.21002197
696594.15625000	1393025.53125000	720.33001709
696594.15625000	1393026.39062500	718.95001221
696594.15625000	1393025.39843750	720.40002441
696594.17187500	1393025.21875000	718.51000977
696594.17187500	1393025.07812500	718.17999268
696594.17187500	1393024.96093750	719.36999512
696594.17187500	1393025.07812500	718.15002441
696594.17187500	1393025.39062500	720.33001709
696594.17187500	1393025.60937500	720.57000732
696594.17187500	1393025.03906250	718.15002441
696594.17187500	1393025.14843750	720.28002930
696594.17968750	1393023.17187500	718.28997803
696594.17968750	1393024.88281250	720.90997314
696594.17968750	1393025.22656250	720.34002686
696594.17968750	1393026.46875000	718.70001221
696594.17968750	1393025.71875000	718.90997314
696594.17968750	1393025.15625000	718.20001221
696594.17968750	1393025.21093750	718.50000000
696594.17968750	1393023.10156250	718.71002197
696594.17968750	1393026.42968750	718.63000488
696594.18750000	1393025.20312500	718.73999023
696594.18750000	1393025.14062500	718.22998047
696594.18750000	1393026.43750000	718.85998535
696594.18750000	1393025.53906250	720.30999756
696594.18750000	1393026.42187500	718.73999023
696594.18750000	1393026.50781250	718.61999512
696594.18750000	1393025.74218750	718.83001709
696594.18750000	1393026.43750000	718.79998779
696594.20312500	1393023.17187500	718.39001465
696594.20312500	1393024.86718750	720.89001465
696594.20312500	1393025.06250000	718.42999268
696594.20312500	1393025.27343750	720.50000000
696594.20312500	1393026.46093750	718.54998779
696594.20312500	1393026.47656250	718.35998535
696594.20312500	1393025.22656250	720.30999756
696594.20312500	1393025.72656250	718.64001465
696594.21093750	1393023.13281250	718.75000000
696594.21093750	1393023.18750000	718.23999023
696594.21093750	1393024.89062500	720.69000244
696594.21093750	1393025.00781250	718.11999512
696594.21093750	1393026.43750000	718.53997803
696594.21093750	1393025.32812500	720.29998779
696594.21093750	1393025.29687500	720.41998291
696594.21875000	1393026.36718750	718.47998047
696594.21875000	1393023.17968750	718.14001465
696594.21875000	1393024.90625000	718.22998047
696594.21875000	1393025.03906250	718.23999023
696594.21875000	1393025.53906250	720.28997803
696594.21875000	1393025.04687500	718.21002197
696594.21875000	1393023.13281250	718.13000488
696594.21875000	1393026.46875000	718.84002686
696594.21875000	1393024.85937500	720.86999512
696594.21875000	1393026.46093750	718.78002930
696594.21875000	1393024.85937500	720.98999023
696594.21875000	1393025.32812500	720.34997559
696594.21875000	1393025.39062500	720.28997803
696594.22656250	1393024.78906250	721.23999023
696594.22656250	1393024.82812500	721.04998779
696594.22656250	1393025.02343750	718.17999268
696594.22656250	1393025.28125000	720.40997314
696594.22656250	1393024.74218750	718.09997559
696594.22656250	1393025.07812500	718.22998047
696594.22656250	1393026.46875000	718.71002197
696594.22656250	1393023.11718750	718.53997803
696594.22656250	1393025.10156250	718.28997803
696594.24218750	1393025.10937500	718.26000977
696594.24218750	1393023.18750000	718.55999756
696594.24218750	1393025.75000000	720.44000244
696594.24218750	1393024.77343750	721.34997559
696594.24218750	1393023.13281250	718.65997314
696594.24218750	1393024.81250000	721.16998291
696594.24218750	1393025.00000000	718.27001953
696594.24218750	1393025.25000000	720.28002930
696594.24218750	1393025.82031250	720.50000000
696594.24218750	1393024.85937500	719.54998779
696594.24218750	1393026.36718750	719.13000488
696594.25000000	1393023.10937500	718.59002686
696594.25000000	1393024.81250000	721.09997559
696594.25000000	1393024.85156250	720.96997070
696594.25000000	1393024.97656250	719.90997314
696594.25000000	1393025.78906250	718.84002686
696594.25000000	1393025.09375000	720.28002930
696594.25000000	1393024.85937500	720.90002441
696594.25000000	1393024.82031250	721.03002930
696594.25000000	1393026.50781250	718.32000732
